Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,525.000000,525.000000,515.000000,525.000000,474.390503,5000000
2013-01-03,525.000000,525.000000,525.000000,525.000000,474.390503,5000
2013-01-04,500.000000,500.000000,492.500000,500.000000,451.800446,90000
2013-01-07,492.500000,492.500000,492.500000,492.500000,445.023407,5000
2013-01-08,500.000000,500.000000,500.000000,500.000000,451.800446,5000
2013-01-09,500.000000,500.000000,500.000000,500.000000,451.800446,360000
2013-01-10,500.000000,500.000000,500.000000,500.000000,451.800446,360000
2013-01-11,525.000000,540.000000,515.000000,525.000000,474.390503,50000
2013-01-14,525.000000,525.000000,525.000000,525.000000,474.390503,50000
2013-01-15,520.000000,520.000000,520.000000,520.000000,469.872498,5000
2013-01-16,530.000000,530.000000,525.000000,530.000000,478.908478,6360000
2013-01-17,530.000000,530.000000,530.000000,530.000000,478.908478,6360000
2013-01-18,525.000000,525.000000,492.500000,525.000000,474.390503,11050000
2013-01-21,525.000000,525.000000,525.000000,525.000000,474.390503,11050000
2013-01-22,525.000000,525.000000,525.000000,525.000000,474.390503,30000
2013-01-23,525.000000,525.000000,525.000000,525.000000,474.390503,145000
2013-01-25,530.000000,535.000000,525.000000,530.000000,478.908478,5000000
2013-01-28,530.000000,530.000000,530.000000,530.000000,478.908478,5000000
2013-01-29,530.000000,530.000000,530.000000,530.000000,478.908478,5000000
2013-01-30,530.000000,530.000000,530.000000,530.000000,478.908478,100000
2013-01-31,530.000000,530.000000,530.000000,530.000000,478.908478,45000
2013-02-01,550.000000,550.000000,530.000000,550.000000,496.980530,3115000
2013-02-04,550.000000,550.000000,550.000000,550.000000,496.980530,240000
2013-02-05,550.000000,550.000000,550.000000,550.000000,496.980530,960000
2013-02-06,550.000000,550.000000,550.000000,550.000000,496.980530,15000
2013-02-07,560.000000,560.000000,530.000000,560.000000,506.016571,1540000
2013-02-08,550.000000,550.000000,530.000000,550.000000,496.980530,2175000
2013-02-11,600.000000,600.000000,550.000000,600.000000,542.160583,510000
2013-02-12,600.000000,600.000000,600.000000,600.000000,542.160583,510000
2013-02-13,600.000000,620.000000,600.000000,600.000000,542.160583,915000
2013-02-14,600.000000,600.000000,600.000000,600.000000,542.160583,40000
2013-02-15,600.000000,600.000000,600.000000,600.000000,542.160583,495000
2013-02-18,640.000000,640.000000,640.000000,640.000000,578.304626,40000
2013-02-19,640.000000,640.000000,640.000000,640.000000,578.304626,40000
2013-02-20,670.000000,670.000000,670.000000,670.000000,605.412659,15000
2013-02-21,650.000000,650.000000,650.000000,650.000000,587.340515,1475000
2013-02-22,650.000000,650.000000,650.000000,650.000000,587.340515,10000
2013-02-25,650.000000,650.000000,650.000000,650.000000,587.340515,1475000
2013-02-26,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-02-27,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-02-28,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-03-01,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-03-04,650.000000,650.000000,650.000000,650.000000,587.340515,0
2013-03-05,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-03-06,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-03-07,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-03-08,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-03-11,650.000000,650.000000,650.000000,650.000000,587.340515,100000
2013-03-13,625.000000,630.000000,620.000000,625.000000,564.750671,7765000
2013-03-14,625.000000,625.000000,625.000000,625.000000,564.750671,7765000
2013-03-15,625.000000,625.000000,625.000000,625.000000,564.750671,7765000
2013-03-18,605.000000,605.000000,605.000000,605.000000,546.678528,5000
2013-03-19,590.000000,590.000000,590.000000,590.000000,533.124451,555000
2013-03-20,590.000000,590.000000,590.000000,590.000000,533.124451,555000
2013-03-21,590.000000,590.000000,585.000000,590.000000,533.124451,195000
2013-03-22,600.000000,600.000000,600.000000,600.000000,542.160583,500000
2013-03-25,595.000000,595.000000,595.000000,595.000000,537.642639,60000
2013-03-26,610.000000,610.000000,610.000000,610.000000,551.196594,20000
2013-03-27,625.000000,625.000000,625.000000,625.000000,564.750671,350000
2013-03-28,650.000000,650.000000,650.000000,650.000000,587.340515,25000
2013-04-01,650.000000,650.000000,640.000000,650.000000,587.340515,1000000
2013-04-02,645.000000,650.000000,645.000000,645.000000,582.822571,1405000
2013-04-03,645.000000,645.000000,645.000000,645.000000,582.822571,1405000
