Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,1117.169189,1125.568970,1075.170410,1117.169189,979.946472,30041304
2013-01-03,1142.368530,1159.168091,1125.568970,1142.368530,1002.050537,37171262
2013-01-04,1133.968750,1150.768311,1117.169189,1133.968750,994.682678,3
2013-01-07,1125.568970,1142.368530,1117.169189,1125.568970,987.314819,7635329
2013-01-08,1159.168091,1167.567871,1117.169189,1159.168091,1016.786560,38342128
2013-01-09,1150.768311,1175.967529,1142.368530,1150.768311,1009.418823,18361220
2013-01-10,1133.968750,1167.567871,1133.968750,1133.968750,994.682678,12763446
2013-01-11,1159.168091,1167.567871,1142.368530,1159.168091,1016.786560,12149739
2013-01-14,1209.566650,1209.566650,1159.168091,1209.566650,1060.994873,45392322
2013-01-15,1192.767090,1217.966431,1184.367310,1192.767090,1046.258667,16847488
2013-01-16,1175.967529,1201.166870,1167.567871,1175.967529,1031.522705,7916884
2013-01-17,1142.368530,1175.967529,1142.368530,1142.368530,1002.050537,13151552
2013-01-18,1133.968750,1167.567871,1133.968750,1133.968750,994.682678,15584358
2013-01-21,1142.368530,1159.168091,1133.968750,1142.368530,1002.050537,10816964
2013-01-22,1100.369629,1150.768311,1100.369629,1100.369629,965.210510,13132504
2013-01-23,1117.169189,1125.568970,1100.369629,1117.169189,979.946472,9499666
2013-01-25,1100.369629,1125.568970,1100.369629,1100.369629,965.210510,13831333
2013-01-28,1108.769409,1125.568970,1100.369629,1108.769409,972.578491,4892396
2013-01-29,1167.567871,1175.967529,1108.769409,1167.567871,1024.154663,33361038
2013-01-30,1159.168091,1192.767090,1150.768311,1159.168091,1016.786560,27541235
2013-01-31,1142.368530,1167.567871,1133.968750,1142.368530,1002.050537,13552754
2013-02-01,1167.567871,1175.967529,1142.368530,1167.567871,1024.154663,20065433
2013-02-04,1142.368530,1184.367310,1142.368530,1142.368530,1002.050537,10096706
2013-02-05,1142.368530,1150.768311,1125.568970,1142.368530,1002.050537,9547882
2013-02-06,1175.967529,1184.367310,1142.368530,1175.967529,1031.522705,36192664
2013-02-07,1159.168091,1184.367310,1159.168091,1159.168091,1016.786560,11977711
2013-02-08,1150.768311,1175.967529,1150.768311,1150.768311,1009.418823,7299010
2013-02-11,1159.168091,1167.567871,1150.768311,1159.168091,1016.786560,7906170
2013-02-12,1150.768311,1167.567871,1150.768311,1150.768311,1009.418823,6546608
2013-02-13,1142.368530,1167.567871,1133.968750,1142.368530,1002.050537,20673784
2013-02-14,1142.368530,1159.168091,1142.368530,1142.368530,1002.050537,16913561
2013-02-15,1142.368530,1167.567871,1142.368530,1142.368530,1002.050537,7025193
2013-02-18,1125.568970,1150.768311,1125.568970,1125.568970,987.314819,6854355
2013-02-19,1108.769409,1142.368530,1108.769409,1108.769409,972.578491,13434894
2013-02-20,1125.568970,1142.368530,1117.169189,1125.568970,987.314819,18814804
2013-02-21,1083.570190,1117.169189,1083.570190,1083.570190,950.474609,35190850
2013-02-22,1075.170410,1117.169189,1075.170410,1075.170410,943.106628,3
2013-02-25,1066.770630,1100.369629,1066.770630,1066.770630,935.738647,16845107
2013-02-26,1058.370850,1083.570190,1058.370850,1058.370850,928.370483,17988590
2013-02-27,1075.170410,1083.570190,1066.770630,1075.170410,943.106628,9959798
2013-02-28,1083.570190,1091.969849,1075.170410,1083.570190,950.474609,15653407
2013-03-01,1091.969849,1091.969849,1066.770630,1091.969849,957.842651,20757714
2013-03-04,1091.969849,1091.969849,1091.969849,1091.969849,957.842651,0
2013-03-05,1083.570190,1091.969849,1075.170410,1083.570190,950.474609,5076925
2013-03-06,1150.768311,1150.768311,1091.969849,1150.768311,1009.418823,76128883
2013-03-07,1150.768311,1167.567871,1142.368530,1150.768311,1009.418823,22769079
2013-03-08,1133.968750,1150.768311,1125.568970,1133.968750,994.682678,11857469
2013-03-11,1108.769409,1133.968750,1108.769409,1108.769409,972.578491,8282966
2013-03-13,1108.769409,1125.568970,1108.769409,1108.769409,972.578491,7066861
2013-03-14,1108.769409,1117.169189,1083.570190,1091.969849,957.842651,26937051
2013-03-15,1100.369629,1117.169189,1091.969849,1108.769409,972.578491,20536280
2013-03-18,1125.568970,1150.768311,1125.568970,1150.768311,1009.418823,55822967
2013-03-19,1159.168091,1175.967529,1142.368530,1159.168091,1016.786560,46192344
2013-03-20,1159.168091,1159.168091,1133.968750,1133.968750,994.682678,13476561
2013-03-21,1150.768311,1150.768311,1117.169189,1125.568970,987.314819,9146680
2013-03-22,1117.169189,1133.968750,1108.769409,1125.568970,987.314819,17902874
2013-03-25,1133.968750,1159.168091,1125.568970,1150.768311,1009.418823,20510684
2013-03-26,1125.568970,1175.967529,1125.568970,1175.967529,1031.522705,24454245
2013-03-27,1175.967529,1184.367310,1159.168091,1175.967529,1031.522705,13932526
2013-03-28,1175.967529,1175.967529,1150.768311,1150.768311,1009.418823,6629349
2013-04-01,1167.567871,1175.967529,1150.768311,1175.967529,1031.522705,18329076
2013-04-02,1175.967529,1175.967529,1150.768311,1167.567871,1024.154663,14059316
2013-04-03,1167.567871,1226.366211,1150.768311,1209.566650,1060.994873,3
2013-04-04,1209.566650,1217.966431,1192.767090,1192.767090,1046.258667,18252288
2013-04-05,1192.767090,1192.767090,1167.567871,1175.967529,1031.522705,20133292
2013-04-08,1175.967529,1217.966431,1175.967529,1209.566650,1060.994873,28844842
2013-04-09,1209.566650,1217.966431,1175.967529,1175.967529,1031.522705,14186700
2013-04-10,1184.367310,1201.166870,1175.967529,1192.767090,1046.258667,11047328
2013-04-11,1192.767090,1209.566650,1184.367310,1192.767090,1046.258667,10533028
